Statistic Label,Month,NACE Group,UNIT,VALUE
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 March,"All retail businesses, excluding motor trades and bars",%,-1.2
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 March,"All retail businesses, excluding motor trades",%,-0.3
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 March,"All retail businesses, excluding motor trades, automotive fuel and bars",%,-1.2
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 March,"Retail sale of food (4711,4721 to 4729)",%,0.5
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 March,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",%,-2.8
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 March,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",%,-1
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 March,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",%,-1
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 March,"Retail sale of electrical goods (4741 to 4743,4754)",%,2.9
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 March,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",%,-2.5
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 March,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",%,-1.4
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 March,"Other retail sales (4753,4763 to 4765,4776 to 4778)",%,-1.8
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 March,"Retail sale of books, newspapers and stationery (4761,4762)",%,-1.2
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 March,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",%,0.7
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 April,Motor trades (45),%,-1.7
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 April,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",%,0.2
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 April,Department stores (4719),%,5.8
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 April,Retail sale of automotive fuel (4730),%,1.9
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 April,"Retail sale of hardware, paints and glass (4752)",%,0.8
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 April,Retail sale of furniture and lighting (4759),%,-2.6
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 April,Bars (5630),%,-8.6
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 April,All retail businesses,%,-0.8
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 April,"Motor trades and automotive fuel (45,4730)",%,-1.4
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 April,"All retail businesses, excluding motor trades and bars",%,0
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 April,"All retail businesses, excluding motor trades",%,-2.3
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 April,"All retail businesses, excluding motor trades, automotive fuel and bars",%,0
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 April,"Retail sale of food (4711,4721 to 4729)",%,-0.1
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 April,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",%,2.2
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 April,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",%,0.8
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 April,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",%,-0.5
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 April,"Retail sale of electrical goods (4741 to 4743,4754)",%,-0.4
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 April,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",%,1
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 April,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",%,-3.7
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 April,"Other retail sales (4753,4763 to 4765,4776 to 4778)",%,-3
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 April,"Retail sale of books, newspapers and stationery (4761,4762)",%,-4
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 April,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",%,-3.7
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 May,Motor trades (45),%,1.9
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 May,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",%,0.8
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 May,Department stores (4719),%,-6.6
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 May,Retail sale of automotive fuel (4730),%,1.1
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 May,"Retail sale of hardware, paints and glass (4752)",%,3.2
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 May,Retail sale of furniture and lighting (4759),%,0.5
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 May,Bars (5630),%,0.3
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 May,All retail businesses,%,1.1
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 May,"Motor trades and automotive fuel (45,4730)",%,0.9
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 May,"All retail businesses, excluding motor trades and bars",%,1.8
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 May,"All retail businesses, excluding motor trades",%,2.6
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 May,"All retail businesses, excluding motor trades, automotive fuel and bars",%,1.7
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 May,"Retail sale of food (4711,4721 to 4729)",%,1
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 May,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",%,0.6
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 May,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",%,-0.1
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 May,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",%,6.6
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 May,"Retail sale of electrical goods (4741 to 4743,4754)",%,7
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 May,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",%,2.3
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 May,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",%,3.1
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 May,"Other retail sales (4753,4763 to 4765,4776 to 4778)",%,4.3
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 May,"Retail sale of books, newspapers and stationery (4761,4762)",%,1.4
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 May,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",%,2
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 June,Motor trades (45),%,-0.3
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 June,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",%,2.7
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 June,Department stores (4719),%,-2.8
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 June,Retail sale of automotive fuel (4730),%,-1.1
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 June,"Retail sale of hardware, paints and glass (4752)",%,-1
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 June,Retail sale of furniture and lighting (4759),%,-1.1
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 June,Bars (5630),%,-10.2
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 June,All retail businesses,%,-0.6
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 June,"Motor trades and automotive fuel (45,4730)",%,0.5
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 June,"All retail businesses, excluding motor trades and bars",%,-0.2
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 June,"All retail businesses, excluding motor trades",%,0.3
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 June,"All retail businesses, excluding motor trades, automotive fuel and bars",%,-0.2
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 June,"Retail sale of food (4711,4721 to 4729)",%,2.3
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 June,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",%,-1.5
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 June,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",%,-0.5
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 June,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",%,-6.7
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 June,"Retail sale of electrical goods (4741 to 4743,4754)",%,-15.5
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 June,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",%,1
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 June,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",%,-1.8
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 June,"Other retail sales (4753,4763 to 4765,4776 to 4778)",%,-1
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 June,"Retail sale of books, newspapers and stationery (4761,4762)",%,0.2
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 June,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",%,2.6
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 July,Motor trades (45),%,-0.4
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 July,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",%,-4.6
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 July,Department stores (4719),%,-6.5
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 July,Retail sale of automotive fuel (4730),%,0.4
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 July,"Retail sale of hardware, paints and glass (4752)",%,-9.8
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 July,Retail sale of furniture and lighting (4759),%,3.1
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 July,Bars (5630),%,12.2
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 July,All retail businesses,%,-2
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 July,"Motor trades and automotive fuel (45,4730)",%,-4.3
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 July,"All retail businesses, excluding motor trades and bars",%,-1.5
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 July,"All retail businesses, excluding motor trades",%,-1.2
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 July,"All retail businesses, excluding motor trades, automotive fuel and bars",%,-1.7
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 July,"Retail sale of food (4711,4721 to 4729)",%,-4.6
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 July,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",%,-0.9
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 July,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",%,-1
Retail Sales Index Volume Adjusted Percentage Change over 1 month,2023 July,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",%,-1.4
